id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
118834,satisfied,Female,Loyal Customer,36,Business travel,Business,344,5,5,5,5,4,4,5,4,4,4,4,4,4,4,25,20
128360,satisfied,Female,Loyal Customer,33,Business travel,Business,388,3,3,3,3,2,5,5,4,4,4,4,4,4,4,0,0
63266,satisfied,Female,Loyal Customer,63,Business travel,Business,384,1,1,1,1,3,5,4,4,4,4,4,4,4,5,0,16
97558,satisfied,Male,Loyal Customer,60,Business travel,Business,2998,3,3,3,3,3,5,4,4,4,4,4,4,4,5,16,14
114780,satisfied,Female,Loyal Customer,57,Business travel,Business,2308,2,2,4,2,4,5,4,4,4,4,4,5,4,5,0,0
75548,satisfied,Female,Loyal Customer,54,Business travel,Business,3504,4,4,4,4,2,4,5,4,4,4,4,5,4,5,0,0
129648,satisfied,Female,Loyal Customer,53,Business travel,Business,386,1,1,4,1,4,5,4,4,4,4,4,4,4,3,0,9
63198,satisfied,Female,Loyal Customer,52,Business travel,Business,370,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0
115099,satisfied,Female,Loyal Customer,51,Business travel,Business,2254,1,1,1,1,4,5,5,4,4,4,4,3,4,3,67,58
63149,satisfied,Male,Loyal Customer,51,Business travel,Business,364,1,1,1,1,2,4,4,4,4,4,4,5,4,3,0,0
116575,satisfied,Male,Loyal Customer,48,Business travel,Business,339,2,2,2,2,5,4,5,4,4,4,4,4,4,4,0,0
63272,satisfied,Female,Loyal Customer,45,Business travel,Business,3725,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0
63249,satisfied,Female,Loyal Customer,45,Business travel,Business,363,1,1,1,1,2,5,4,4,4,4,4,4,4,3,11,0
115834,neutral or dissatisfied,Female,Loyal Customer,45,Business travel,Business,2935,4,1,1,1,5,4,4,4,4,4,4,2,4,2,47,34
115805,satisfied,Male,Loyal Customer,45,Business travel,Business,1670,4,4,4,4,5,1,2,4,4,4,4,1,4,4,0,0
114477,satisfied,Female,Loyal Customer,45,Business travel,Business,349,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0
63295,satisfied,Female,Loyal Customer,45,Business travel,Business,1821,5,4,5,5,4,5,5,4,4,4,4,4,4,4,0,0
99296,satisfied,Male,Loyal Customer,45,Business travel,Business,372,4,3,4,4,5,5,5,4,4,4,4,4,4,4,33,17
129727,satisfied,Female,Loyal Customer,43,Business travel,Business,2302,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0,0
121815,satisfied,Male,Loyal Customer,43,Business travel,Business,3734,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,0
97587,satisfied,Male,Loyal Customer,42,Business travel,Business,2392,2,2,3,2,4,4,4,4,4,4,4,4,4,3,0,0
114606,satisfied,Female,Loyal Customer,42,Business travel,Business,2696,2,2,2,2,3,4,4,4,4,4,4,5,4,4,1,6
50425,neutral or dissatisfied,Male,Loyal Customer,37,Business travel,Business,3805,4,3,1,1,1,4,4,4,4,4,4,2,4,1,0,4
49043,satisfied,Female,Loyal Customer,36,Business travel,Business,345,5,5,5,5,5,3,3,4,4,4,4,2,4,4,16,23
75523,satisfied,Female,Loyal Customer,35,Business travel,Business,385,2,2,3,2,2,5,5,4,4,4,4,4,4,5,0,0
129656,satisfied,Male,Loyal Customer,35,Business travel,Business,379,4,4,5,4,3,4,4,4,4,4,4,3,4,3,67,63
114663,satisfied,Female,Loyal Customer,35,Business travel,Business,379,5,5,5,5,2,4,5,4,4,4,4,3,4,5,54,40
120372,satisfied,Female,Loyal Customer,30,Business travel,Business,1840,5,5,5,5,4,4,4,4,4,3,5,4,4,4,0,0
115557,neutral or dissatisfied,Female,Loyal Customer,27,Business travel,Business,3863,4,3,3,3,4,4,4,4,2,3,3,1,4,4,0,0
49730,satisfied,Female,Loyal Customer,24,Business travel,Business,4780,1,1,1,1,4,4,4,4,4,2,4,4,1,4,2,3
8116,satisfied,Female,Loyal Customer,53,Business travel,Business,3992,2,2,2,2,4,4,5,4,4,4,4,3,4,3,0,13
8033,satisfied,Female,Loyal Customer,47,Business travel,Business,2334,1,1,1,1,4,5,4,4,4,4,4,4,4,3,0,0
8012,satisfied,Male,Loyal Customer,43,Business travel,Business,2829,3,3,3,3,5,5,4,4,4,4,4,5,4,4,33,45
15688,satisfied,Female,Loyal Customer,18,Business travel,Business,4082,2,2,2,2,4,4,4,4,3,2,2,3,3,4,0,0
81595,satisfied,Female,Loyal Customer,53,Business travel,Business,369,1,1,1,1,5,4,5,4,4,4,4,5,4,5,22,39
58587,satisfied,Female,Loyal Customer,51,Business travel,Business,2352,2,2,2,2,5,5,4,4,4,4,4,3,4,4,19,12
84261,satisfied,Male,Loyal Customer,47,Business travel,Business,1582,3,3,3,3,5,4,4,4,4,4,4,5,4,4,0,0
70302,satisfied,Female,Loyal Customer,39,Business travel,Business,346,4,4,4,4,3,4,4,4,4,4,4,4,4,5,1,0
58594,neutral or dissatisfied,Male,Loyal Customer,38,Business travel,Business,367,4,2,2,2,1,3,3,4,4,4,4,3,4,2,99,80
44002,satisfied,Female,Loyal Customer,33,Business travel,Business,335,4,4,4,4,4,5,2,4,4,4,4,3,4,5,0,0
114895,satisfied,Female,Loyal Customer,63,Business travel,Business,361,4,4,4,4,2,4,4,4,4,4,4,5,4,5,17,7
114994,satisfied,Male,Loyal Customer,60,Business travel,Business,3005,5,5,5,5,2,4,5,4,4,4,4,4,4,3,0,0
106589,satisfied,Female,Loyal Customer,57,Business travel,Business,335,4,4,4,4,2,5,4,4,4,4,4,3,4,3,0,0
115300,satisfied,Female,Loyal Customer,47,Business travel,Business,346,5,5,3,5,3,4,4,4,4,4,4,5,4,5,0,0
96565,satisfied,Male,Loyal Customer,39,Business travel,Business,362,1,1,1,1,4,4,5,4,4,4,4,4,4,5,0,0
115009,satisfied,Female,Loyal Customer,35,Business travel,Business,4005,5,5,5,5,4,5,5,4,4,4,4,5,4,5,25,20
114963,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Business,1818,4,4,4,4,4,4,4,4,2,4,4,3,4,4,0,0
77994,satisfied,Female,Loyal Customer,56,Business travel,Business,350,4,4,4,4,4,5,4,4,4,4,4,5,4,5,1,0
77956,satisfied,Female,Loyal Customer,48,Business travel,Business,1833,4,4,5,4,4,4,5,4,4,4,4,5,4,3,19,13
77972,satisfied,Male,Loyal Customer,44,Business travel,Business,362,3,3,2,3,3,4,4,4,4,4,4,3,4,3,0,0
67289,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Eco Plus,2720,4,3,3,3,4,4,4,4,4,2,3,4,4,4,0,0
12546,satisfied,Female,Loyal Customer,33,Business travel,Eco,2400,4,5,4,5,4,4,4,4,4,1,4,5,4,4,8,0
86560,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Eco Plus,2220,4,5,5,5,4,4,4,4,4,4,4,2,4,4,57,44
19422,satisfied,Female,Loyal Customer,33,Business travel,Eco,2363,4,1,4,1,4,4,4,4,4,2,2,3,2,4,25,40
120507,satisfied,Male,Loyal Customer,33,Business travel,Eco Plus,1958,4,2,2,2,4,4,4,4,2,3,4,2,5,4,0,0
51327,satisfied,Male,Loyal Customer,33,Business travel,Eco Plus,1808,4,3,3,3,4,4,4,4,1,1,5,2,4,4,0,2
57526,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Eco,1540,4,5,2,5,4,4,4,4,4,3,3,3,4,4,19,24
31024,satisfied,Male,Loyal Customer,33,Business travel,Eco Plus,2094,4,1,1,1,4,4,4,4,1,1,3,3,2,4,2,12
117838,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Eco Plus,1734,4,3,3,3,4,4,4,4,4,4,4,2,4,4,17,11
15894,satisfied,Male,Loyal Customer,33,Business travel,Eco,1563,4,3,3,3,4,4,4,4,5,2,2,4,3,4,0,0
18584,neutral or dissatisfied,Female,Loyal Customer,33,Business travel,Eco,2098,4,1,1,1,4,4,4,3,2,4,4,4,1,4,299,284
42956,satisfied,Male,Loyal Customer,33,Business travel,Eco,1320,4,4,4,4,4,4,4,4,2,3,2,5,4,4,0,14
40110,satisfied,Female,Loyal Customer,33,Business travel,Eco,1687,4,2,2,2,4,4,4,4,4,5,3,4,3,4,0,0
43708,satisfied,Female,Loyal Customer,33,Business travel,Eco,1783,4,4,4,4,4,4,4,4,5,1,2,5,5,4,0,0
21193,satisfied,Female,Loyal Customer,33,Business travel,Eco,1881,4,2,2,2,4,4,4,1,5,5,5,4,5,4,293,306
53920,satisfied,Male,Loyal Customer,33,Business travel,Eco Plus,1696,4,1,1,1,4,4,4,4,1,1,5,4,3,4,12,0
36318,satisfied,Male,Loyal Customer,33,Business travel,Eco,1524,4,3,3,3,4,4,4,4,2,1,4,5,2,4,0,23
123996,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Eco,1233,4,3,4,3,4,4,4,4,3,1,3,1,4,4,0,0
24210,satisfied,Female,Loyal Customer,33,Business travel,Eco,1704,4,3,3,3,4,4,4,4,5,3,1,3,5,4,0,0
13980,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Eco Plus,1686,4,2,1,2,4,4,4,4,2,3,4,3,4,4,0,9
22772,satisfied,Female,Loyal Customer,33,Business travel,Eco,1216,4,1,4,1,4,4,4,4,1,5,2,2,4,4,0,14
50417,satisfied,Male,Loyal Customer,33,Business travel,Eco,957,4,3,3,3,4,4,4,4,2,5,1,2,3,4,0,0
32427,satisfied,Male,Loyal Customer,33,Business travel,Eco,1774,4,1,1,1,4,4,4,4,3,1,2,1,4,4,2,7
32327,satisfied,Female,Loyal Customer,33,Business travel,Eco,1739,4,2,2,2,4,4,4,4,1,4,1,5,4,4,0,0
85523,satisfied,Male,Loyal Customer,39,Business travel,Business,2110,4,4,5,4,3,4,4,4,4,4,4,4,4,4,0,0
17997,satisfied,Male,Loyal Customer,29,Business travel,Business,4798,2,2,3,2,4,4,4,4,2,3,5,4,2,4,0,0
78077,satisfied,Male,Loyal Customer,18,Business travel,Business,2849,1,1,1,1,4,4,4,4,5,5,5,4,5,4,0,0
119200,neutral or dissatisfied,Female,Loyal Customer,59,Business travel,Business,363,4,2,2,2,5,4,3,4,4,4,4,1,4,4,3,1
42825,satisfied,Male,Loyal Customer,61,Business travel,Business,1942,4,4,4,4,4,5,5,4,4,4,4,4,4,3,0,0
126045,satisfied,Male,Loyal Customer,61,Business travel,Business,2740,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0
127681,satisfied,Female,Loyal Customer,55,Business travel,Business,1792,5,5,5,5,2,4,4,4,4,4,4,4,4,3,0,0
70786,satisfied,Male,Loyal Customer,54,Business travel,Business,2477,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0
42523,satisfied,Female,Loyal Customer,54,Business travel,Business,365,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
42834,satisfied,Female,Loyal Customer,53,Business travel,Business,2973,5,5,5,5,2,1,1,4,4,4,4,1,4,4,0,0
70779,satisfied,Male,Loyal Customer,52,Business travel,Business,339,1,2,1,1,4,5,5,4,4,4,4,4,4,5,0,0
119999,satisfied,Female,Loyal Customer,43,Business travel,Business,3241,2,2,2,2,2,4,4,4,4,4,4,3,4,3,0,0
117812,satisfied,Male,Loyal Customer,41,Business travel,Business,360,2,2,2,2,2,5,5,4,4,4,4,2,4,1,6,2
42831,satisfied,Female,Loyal Customer,41,Business travel,Business,1997,2,2,4,2,5,2,3,4,4,4,4,1,4,3,0,19
120027,satisfied,Female,Loyal Customer,38,Business travel,Business,1758,4,4,4,4,2,4,5,4,4,4,4,5,4,4,0,0
117802,satisfied,Female,Loyal Customer,32,Business travel,Business,4906,1,1,1,1,4,4,4,4,3,2,5,4,4,4,0,0
122937,satisfied,Female,Loyal Customer,26,Business travel,Business,5159,4,5,4,4,4,4,4,4,5,2,4,4,4,4,20,25
42840,satisfied,Female,Loyal Customer,23,Business travel,Business,2462,4,4,4,4,4,4,4,4,1,2,3,2,4,4,0,4
100737,neutral or dissatisfied,Female,Loyal Customer,16,Business travel,Business,1829,4,2,2,2,4,4,4,4,3,1,3,4,3,4,4,1
104861,neutral or dissatisfied,Female,Loyal Customer,42,Business travel,Business,328,4,5,5,5,1,4,3,4,4,4,4,4,4,3,13,6
1707,satisfied,Female,Loyal Customer,40,Business travel,Business,372,3,3,3,3,2,5,5,4,4,4,4,5,4,5,8,11
104853,satisfied,Male,Loyal Customer,32,Business travel,Business,2714,2,2,2,2,4,4,4,4,4,5,5,4,4,4,0,0
10046,satisfied,Male,Loyal Customer,52,Business travel,Business,3154,3,3,5,3,5,4,4,4,4,4,4,3,4,4,0,0
10053,satisfied,Female,Loyal Customer,28,Business travel,Business,5484,1,1,1,1,4,4,4,4,3,3,5,4,5,4,8,0
23211,satisfied,Female,Loyal Customer,23,Business travel,Business,1437,3,3,3,3,4,4,4,4,1,4,3,2,2,4,30,34
116893,satisfied,Male,Loyal Customer,59,Business travel,Business,2355,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,0
114775,satisfied,Male,Loyal Customer,58,Business travel,Business,2009,1,1,1,1,3,5,4,4,4,4,4,5,4,5,0,0
115446,satisfied,Male,Loyal Customer,54,Business travel,Business,2044,1,1,1,1,4,4,4,4,4,4,4,5,4,3,2,0
115278,satisfied,Male,Loyal Customer,52,Business travel,Business,327,2,2,1,2,5,5,5,4,4,4,4,5,4,5,17,15
127201,satisfied,Male,Loyal Customer,51,Business travel,Business,352,1,1,4,1,2,5,5,4,4,4,4,5,4,3,0,0
116946,satisfied,Male,Loyal Customer,48,Business travel,Business,1644,1,1,1,1,4,5,5,4,4,4,4,5,4,5,14,9
118415,satisfied,Male,Loyal Customer,44,Business travel,Business,2787,4,4,3,4,5,5,4,4,4,4,4,3,4,5,0,0
114447,satisfied,Male,Loyal Customer,41,Business travel,Business,1815,3,3,3,3,3,4,4,4,4,4,4,5,4,5,7,1
115344,satisfied,Female,Loyal Customer,39,Business travel,Business,351,4,2,4,4,5,5,5,4,4,4,4,3,4,3,0,0
127189,satisfied,Male,Loyal Customer,39,Business travel,Business,333,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0
127008,neutral or dissatisfied,Female,Loyal Customer,33,Business travel,Business,2062,4,4,4,4,1,3,4,4,4,4,4,1,4,3,0,0
116937,satisfied,Female,Loyal Customer,31,Business travel,Business,2830,4,4,4,4,4,4,4,4,5,5,4,4,5,4,21,31
44383,satisfied,Female,Loyal Customer,53,Business travel,Business,328,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,1
19097,satisfied,Male,Loyal Customer,23,Business travel,Business,2261,3,3,3,3,4,4,4,4,5,4,5,4,5,4,0,5
9479,satisfied,Female,Loyal Customer,46,Business travel,Business,2463,1,1,1,1,3,5,5,4,4,4,4,5,4,5,11,17
83964,satisfied,Female,Loyal Customer,43,Business travel,Business,2592,3,2,3,3,2,5,5,4,4,4,4,4,4,5,0,0
110974,satisfied,Male,Loyal Customer,58,Business travel,Business,338,2,2,2,2,5,5,5,4,4,4,4,4,4,3,1,0
111104,satisfied,Male,Loyal Customer,54,Business travel,Business,2957,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,0
110971,satisfied,Male,Loyal Customer,52,Business travel,Business,1882,1,1,1,1,5,4,4,4,4,4,4,4,4,3,0,0
110997,satisfied,Male,Loyal Customer,51,Business travel,Business,1831,3,3,3,3,3,5,5,4,4,4,4,3,4,3,5,1
94936,satisfied,Male,Loyal Customer,31,Business travel,Business,1398,4,4,4,4,4,4,4,4,5,1,3,2,4,4,1,0
94552,neutral or dissatisfied,Male,Loyal Customer,18,Business travel,Business,3268,4,1,1,1,4,4,4,4,1,2,3,2,3,4,5,0
10316,satisfied,Male,Loyal Customer,53,Business travel,Business,1610,5,5,5,5,3,5,4,4,4,4,4,5,4,3,13,9
10635,satisfied,Male,Loyal Customer,45,Business travel,Business,333,1,1,4,1,2,5,5,4,4,4,4,3,4,5,64,53
6456,satisfied,Male,Loyal Customer,73,Business travel,Business,2269,3,2,3,3,2,4,4,4,4,4,4,3,4,3,24,22
42569,satisfied,Female,Loyal Customer,54,Business travel,Business,350,1,1,1,1,3,5,2,4,4,4,4,3,4,2,0,0
6691,satisfied,Female,Loyal Customer,54,Business travel,Business,3307,3,3,3,3,2,5,4,4,4,4,4,5,4,4,6,0
55654,satisfied,Female,Loyal Customer,48,Business travel,Business,2552,3,3,2,3,4,5,5,4,4,4,4,4,4,5,0,0
6348,satisfied,Male,Loyal Customer,44,Business travel,Business,319,5,5,3,5,5,4,4,4,4,4,4,5,4,4,69,72
58334,satisfied,Female,Loyal Customer,43,Business travel,Business,1899,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0
63971,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Eco Plus,2418,4,4,4,4,4,4,4,4,4,5,4,2,3,4,0,11
18736,satisfied,Female,Loyal Customer,32,Business travel,Eco,2788,4,2,2,2,4,4,4,5,3,2,1,4,1,4,136,150
38028,satisfied,Female,Loyal Customer,32,Business travel,Eco,2733,4,3,3,3,4,4,4,4,3,3,5,1,3,4,10,14
15138,satisfied,Female,Loyal Customer,32,Business travel,Eco,2339,4,1,1,1,4,4,4,4,4,3,1,5,2,4,35,34
59725,satisfied,Male,Loyal Customer,32,Business travel,Eco Plus,2550,4,5,1,5,4,4,4,4,3,1,2,4,2,4,163,155
13331,satisfied,Male,Loyal Customer,32,Business travel,Eco,1767,4,4,4,4,4,4,4,4,2,5,1,2,4,4,0,0
119818,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Eco,2494,4,1,2,2,4,4,4,4,1,1,3,1,3,4,3,0
27807,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Eco,1890,4,1,1,1,4,4,4,4,4,5,4,3,3,4,3,0
129710,neutral or dissatisfied,Female,Loyal Customer,32,Business travel,Eco,1894,4,4,4,4,4,4,4,4,4,4,4,2,3,4,18,14
45585,satisfied,Male,Loyal Customer,32,Business travel,Eco,1494,4,3,4,4,4,4,4,4,5,4,5,4,5,4,17,22
90451,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Eco,1290,4,4,4,4,4,4,4,4,1,2,3,3,4,4,0,35
45299,satisfied,Female,Loyal Customer,32,Business travel,Eco,1294,4,2,4,2,4,4,4,4,5,3,2,4,3,4,0,2
11479,neutral or dissatisfied,Female,Loyal Customer,32,Business travel,Eco Plus,1757,4,4,2,4,4,4,4,4,1,3,4,1,3,4,12,10
46509,satisfied,Female,Loyal Customer,32,Business travel,Eco,812,4,5,5,5,4,4,4,4,1,3,3,5,3,4,0,0
32395,satisfied,Female,Loyal Customer,32,Business travel,Eco,1490,4,4,4,4,4,4,4,4,5,1,2,4,2,4,0,33
51353,satisfied,Female,Loyal Customer,32,Business travel,Eco Plus,1253,4,1,1,1,4,4,4,4,5,4,1,2,3,4,0,11
14900,satisfied,Female,Loyal Customer,23,Business travel,Business,1638,1,1,1,1,4,4,4,4,2,3,4,4,4,4,28,67
99379,satisfied,Male,Loyal Customer,59,Business travel,Business,2087,2,2,2,2,2,5,4,4,4,4,4,5,4,5,0,0
98762,neutral or dissatisfied,Female,Loyal Customer,54,Business travel,Business,361,4,1,1,1,3,3,3,4,4,4,4,3,4,1,2,0
126513,neutral or dissatisfied,Male,Loyal Customer,46,Business travel,Business,3264,4,5,5,5,4,3,3,4,4,4,4,4,4,2,3,0
126514,satisfied,Male,Loyal Customer,39,Business travel,Business,3766,3,3,3,3,4,5,4,4,4,4,4,5,4,3,9,11
126511,satisfied,Male,Loyal Customer,26,Business travel,Business,3756,2,2,2,2,4,4,4,4,5,3,4,3,4,4,0,0
636,satisfied,Female,Loyal Customer,57,Business travel,Business,2569,5,5,5,5,4,4,4,4,4,4,4,3,4,3,0,0
1014,satisfied,Male,Loyal Customer,37,Business travel,Business,3241,5,5,5,5,2,5,4,4,4,4,4,5,4,4,0,0
10576,neutral or dissatisfied,Female,Loyal Customer,36,Business travel,Business,336,4,2,2,2,4,3,3,4,4,4,4,4,4,3,71,67
82154,satisfied,Female,Loyal Customer,50,Business travel,Business,318,1,1,1,1,2,4,5,4,4,4,4,4,4,3,31,29
419,satisfied,Male,Loyal Customer,58,Business travel,Business,326,5,5,3,5,4,4,4,4,4,4,4,3,4,4,0,1
492,satisfied,Male,Loyal Customer,57,Business travel,Business,2887,1,1,1,1,3,5,4,4,4,4,4,3,4,4,3,21
567,satisfied,Male,Loyal Customer,57,Business travel,Business,323,4,2,4,4,5,4,5,4,4,4,4,3,4,3,0,0
547,satisfied,Male,Loyal Customer,50,Business travel,Business,319,5,5,5,5,3,5,5,4,4,4,4,5,4,4,0,10
10526,satisfied,Female,Loyal Customer,43,Business travel,Business,334,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,0
578,satisfied,Male,Loyal Customer,37,Business travel,Business,339,4,4,4,4,4,5,5,4,4,4,4,3,4,3,40,35
10337,satisfied,Female,Loyal Customer,30,Business travel,Business,3866,1,1,1,1,4,4,4,4,3,5,5,4,5,4,18,17
50342,satisfied,Female,Loyal Customer,64,Business travel,Business,311,3,3,3,3,1,5,5,4,4,4,4,1,4,4,0,0
10461,satisfied,Male,Loyal Customer,55,Business travel,Business,353,4,4,4,4,5,5,5,4,4,4,4,3,4,4,14,4
116582,satisfied,Male,Loyal Customer,54,Business travel,Business,1881,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,0
115241,satisfied,Female,Loyal Customer,53,Business travel,Business,354,4,4,3,4,4,4,4,4,4,4,4,3,4,5,0,1
10428,satisfied,Female,Loyal Customer,52,Business travel,Business,341,4,1,4,4,4,5,5,4,4,4,4,5,4,5,0,0
116601,satisfied,Female,Loyal Customer,52,Business travel,Business,2850,2,2,2,2,2,5,4,4,4,4,4,5,4,3,0,0
11393,satisfied,Female,Loyal Customer,51,Business travel,Business,3948,5,5,5,5,4,5,4,4,4,4,4,5,4,3,0,0
129653,satisfied,Female,Loyal Customer,50,Business travel,Business,2991,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0
129713,satisfied,Male,Loyal Customer,50,Business travel,Business,3300,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0
129698,satisfied,Male,Loyal Customer,47,Business travel,Business,315,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0
49089,satisfied,Male,Loyal Customer,45,Business travel,Business,4017,1,1,1,1,4,3,1,4,4,4,4,5,4,1,0,0
115305,neutral or dissatisfied,Female,Loyal Customer,45,Business travel,Business,315,4,2,2,2,5,3,3,4,4,4,4,1,4,3,34,25
49103,satisfied,Female,Loyal Customer,44,Business travel,Business,319,3,3,3,3,4,4,3,4,4,4,4,5,4,1,7,10
129756,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Business,315,4,2,2,2,4,3,3,4,4,4,4,2,4,2,0,0
129683,satisfied,Male,Loyal Customer,43,Business travel,Business,343,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0
115023,satisfied,Male,Loyal Customer,39,Business travel,Business,312,5,5,4,5,3,5,5,4,4,4,4,4,4,4,4,8
114833,satisfied,Female,Loyal Customer,39,Business travel,Business,1625,5,5,5,5,4,4,5,4,4,4,4,4,4,5,19,11
115862,satisfied,Male,Loyal Customer,37,Business travel,Business,334,3,3,3,3,3,4,1,4,4,4,4,1,4,2,0,0
114804,satisfied,Male,Loyal Customer,35,Business travel,Business,3681,3,3,3,3,3,5,4,4,4,4,4,3,4,5,73,71
99455,satisfied,Male,Loyal Customer,48,Business travel,Business,2164,4,2,4,4,4,4,4,4,4,5,4,4,5,4,132,180
107274,satisfied,Male,Loyal Customer,31,Business travel,Business,4867,2,1,2,2,4,4,4,4,3,4,4,4,4,4,13,4
86172,satisfied,Female,Loyal Customer,55,Business travel,Business,3823,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,2
15345,satisfied,Male,Loyal Customer,48,Business travel,Business,2302,2,2,2,2,4,4,4,5,4,4,5,4,5,4,187,186
106633,neutral or dissatisfied,Male,Loyal Customer,44,Business travel,Business,1615,4,1,1,1,4,4,3,4,4,4,4,3,4,3,8,15
108027,satisfied,Male,Loyal Customer,44,Business travel,Business,322,3,3,3,3,2,5,4,4,4,4,4,5,4,5,2,0
106634,neutral or dissatisfied,Male,Loyal Customer,36,Business travel,Business,340,4,2,2,2,5,3,4,4,4,4,4,1,4,3,27,24
57891,neutral or dissatisfied,Female,Loyal Customer,76,Business travel,Business,344,4,1,1,1,5,4,4,4,4,4,4,4,4,4,0,0
12324,satisfied,Female,Loyal Customer,48,Business travel,Business,1820,3,3,3,3,4,4,1,4,4,4,4,5,4,5,0,0
57927,satisfied,Male,Loyal Customer,15,Business travel,Business,4143,5,5,5,5,4,4,4,4,4,4,4,5,4,4,0,0
2550,satisfied,Female,Loyal Customer,57,Business travel,Business,340,2,2,2,2,4,5,5,4,4,4,4,5,4,3,2,0
118518,satisfied,Male,Loyal Customer,57,Business travel,Business,3226,1,2,1,1,3,4,4,4,4,4,4,4,4,4,37,44
118425,satisfied,Male,Loyal Customer,46,Business travel,Business,3112,2,2,2,2,5,4,5,4,4,4,4,4,4,5,0,0
2532,satisfied,Male,Loyal Customer,44,Business travel,Business,325,5,5,5,5,3,5,4,4,4,4,4,3,4,5,0,0
2625,satisfied,Female,Loyal Customer,43,Business travel,Business,345,1,1,1,1,5,4,5,4,4,4,4,4,4,3,0,0
118595,satisfied,Male,Loyal Customer,40,Business travel,Business,3952,4,4,4,4,2,5,5,4,4,4,4,3,4,5,13,0
126989,satisfied,Female,Loyal Customer,31,Business travel,Business,3438,5,5,5,5,4,4,4,4,4,4,5,5,5,4,0,1
35995,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Eco Plus,3488,4,4,4,4,4,4,4,1,3,2,4,4,4,4,20,31
75215,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Eco,3155,4,5,5,5,4,4,4,4,1,3,3,2,4,4,0,0
77172,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Eco,2937,4,1,4,1,4,4,4,4,4,5,4,3,3,4,0,0
34235,satisfied,Male,Loyal Customer,31,Business travel,Eco Plus,2369,4,5,5,5,4,4,4,4,5,5,3,4,1,4,8,0
110833,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Eco Plus,2596,4,4,4,4,4,4,4,4,2,3,4,4,4,4,3,0
103804,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Eco,2972,4,1,1,1,4,4,4,2,5,4,4,4,4,4,151,152
14972,satisfied,Female,Loyal Customer,31,Business travel,Eco,1971,4,5,2,5,4,4,4,4,3,1,2,3,5,4,0,0
26771,satisfied,Female,Loyal Customer,31,Business travel,Eco Plus,2157,4,3,3,3,4,4,4,4,4,2,1,3,3,4,0,6
100840,satisfied,Female,Loyal Customer,31,Business travel,Eco,2244,4,1,1,1,4,4,4,4,2,1,4,1,1,4,0,0
31306,satisfied,Female,Loyal Customer,31,Business travel,Eco,2162,4,3,3,3,4,4,4,4,1,5,4,2,3,4,0,0
15337,satisfied,Male,Loyal Customer,31,Business travel,Eco Plus,1654,4,4,4,4,4,4,4,4,5,1,4,1,4,4,0,0
29237,satisfied,Male,Loyal Customer,31,Business travel,Eco,2058,4,5,4,4,4,4,4,4,1,5,2,5,1,4,0,3
115258,neutral or dissatisfied,Female,Loyal Customer,31,Business travel,Eco,1925,4,3,2,3,4,4,4,4,4,5,3,1,4,4,27,21
55908,satisfied,Female,Loyal Customer,31,Business travel,Eco,1948,4,3,3,3,4,4,4,4,3,2,2,1,4,4,0,0
